American_Goldfinch,American_Robin,Barn_Swallow,Blue_Jay,Blue-grey_Gnatcatcher,Carolina_Chickadee,Carolina_Wren,Cedar_Waxwing,Northern_Cardinal,Ruby-crowned_Kinglet
American_Goldfinch_XC390608.wav,American_Robin_XC165267.wav,Barn_Swallow_XC190738.wav,Blue_Jay_XC168092.wav,Blue-grey_Gnatcatcher_XC315279.wav,Carolina_Chickadee_XC364941.wav,Carolina_Wren_XC322615.wav,Cedar_Waxwing_XC433093.wav,Northern_Cardinal_XC321920.wav,Ruby-crowned_Kinglet_XC389431.wav
American_Goldfinch_XC394110.wav,American_Robin_XC165269.wav,Barn_Swallow_XC190739.wav,Blue_Jay_XC168093.wav,Blue-grey_Gnatcatcher_XC315294.wav,Carolina_Chickadee_XC366391.wav,Carolina_Wren_XC322617.wav,Cedar_Waxwing_XC446808.wav,Northern_Cardinal_XC321925.wav,Ruby-crowned_Kinglet_XC389971.wav
American_Goldfinch_XC409002.wav,American_Robin_XC165272.wav,Barn_Swallow_XC190743.wav,Blue_Jay_XC168094.wav,Blue-grey_Gnatcatcher_XC315295.wav,Carolina_Chickadee_XC366600.wav,Carolina_Wren_XC323734.wav,Cedar_Waxwing_XC448827.wav,Northern_Cardinal_XC322458.wav,Ruby-crowned_Kinglet_XC391428.wav
American_Goldfinch_XC432180.wav,American_Robin_XC165275.wav,Barn_Swallow_XC191001.wav,Blue_Jay_XC168657.wav,Blue-grey_Gnatcatcher_XC315747.wav,Carolina_Chickadee_XC373255.wav,Carolina_Wren_XC325250.wav,Cedar_Waxwing_XC448828.wav,Northern_Cardinal_XC325690.wav,Ruby-crowned_Kinglet_XC409154.wav
American_Goldfinch_XC437593.wav,American_Robin_XC165277.wav,Barn_Swallow_XC191002.wav,Blue_Jay_XC169144.wav,Blue-grey_Gnatcatcher_XC316436.wav,Carolina_Chickadee_XC391431.wav,Carolina_Wren_XC326953.wav,Cedar_Waxwing_XC451821.wav,Northern_Cardinal_XC325692.wav,Ruby-crowned_Kinglet_XC412985.wav
American_Goldfinch_XC451733.wav,American_Robin_XC165278.wav,Barn_Swallow_XC191004.wav,Blue_Jay_XC170063.wav,Blue-grey_Gnatcatcher_XC317245.wav,Carolina_Chickadee_XC391432.wav,Carolina_Wren_XC327791.wav,Cedar_Waxwing_XC452615.wav,Northern_Cardinal_XC326630.wav,Ruby-crowned_Kinglet_XC420568.wav
American_Goldfinch_XC452142.wav,American_Robin_XC165280.wav,Barn_Swallow_XC191005.wav,Blue_Jay_XC170418.wav,Blue-grey_Gnatcatcher_XC325273.wav,Carolina_Chickadee_XC391441.wav,Carolina_Wren_XC327792.wav,Cedar_Waxwing_XC457006.wav,Northern_Cardinal_XC326844.wav,Ruby-crowned_Kinglet_XC420579.wav
American_Goldfinch_XC454621.wav,American_Robin_XC165283.wav,Barn_Swallow_XC191006.wav,Blue_Jay_XC172440.wav,Blue-grey_Gnatcatcher_XC326444.wav,Carolina_Chickadee_XC391442.wav,Carolina_Wren_XC331001.wav,Cedar_Waxwing_XC463263.wav,Northern_Cardinal_XC330230.wav,Ruby-crowned_Kinglet_XC425111.wav
American_Goldfinch_XC476269.wav,American_Robin_XC165284.wav,Barn_Swallow_XC191008.wav,Blue_Jay_XC173280.wav,Blue-grey_Gnatcatcher_XC331767.wav,Carolina_Chickadee_XC391702.wav,Carolina_Wren_XC332763.wav,Cedar_Waxwing_XC466823.wav,Northern_Cardinal_XC330857.wav,Ruby-crowned_Kinglet_XC425113.wav
American_Goldfinch_XC486563.wav,American_Robin_XC165285.wav,Barn_Swallow_XC191009.wav,Blue_Jay_XC173281.wav,Blue-grey_Gnatcatcher_XC331768.wav,Carolina_Chickadee_XC408368.wav,Carolina_Wren_XC332764.wav,Cedar_Waxwing_XC476655.wav,Northern_Cardinal_XC330858.wav,Ruby-crowned_Kinglet_XC442351.wav
American_Goldfinch_XC490815.wav,American_Robin_XC165287.wav,Barn_Swallow_XC191010.wav,Blue_Jay_XC174959.wav,Blue-grey_Gnatcatcher_XC331769.wav,Carolina_Chickadee_XC416791.wav,Carolina_Wren_XC332786.wav,Cedar_Waxwing_XC484150.wav,Northern_Cardinal_XC340724.wav,Ruby-crowned_Kinglet_XC445578.wav
American_Goldfinch_XC493543.wav,American_Robin_XC165288.wav,Barn_Swallow_XC191024.wav,Blue_Jay_XC175223.wav,Blue-grey_Gnatcatcher_XC331771.wav,Carolina_Chickadee_XC445791.wav,Carolina_Wren_XC333282.wav,Cedar_Waxwing_XC508125.wav,Northern_Cardinal_XC353004.wav,Ruby-crowned_Kinglet_XC448727.wav
American_Goldfinch_XC496109.wav,American_Robin_XC165289.wav,Barn_Swallow_XC191148.wav,Blue_Jay_XC176358.wav,Blue-grey_Gnatcatcher_XC331772.wav,Carolina_Chickadee_XC446798.wav,Carolina_Wren_XC335342.wav,Cedar_Waxwing_XC532748.wav,Northern_Cardinal_XC359457.wav,Ruby-crowned_Kinglet_XC451203.wav
American_Goldfinch_XC502629.wav,American_Robin_XC165294.wav,Barn_Swallow_XC191149.wav,Blue_Jay_XC177575.wav,Blue-grey_Gnatcatcher_XC331773.wav,Carolina_Chickadee_XC452616.wav,Carolina_Wren_XC336484.wav,Cedar_Waxwing_XC561191.wav,Northern_Cardinal_XC359458.wav,Ruby-crowned_Kinglet_XC451349.wav
American_Goldfinch_XC504150.wav,American_Robin_XC165295.wav,Barn_Swallow_XC191150.wav,Blue_Jay_XC179708.wav,Blue-grey_Gnatcatcher_XC331774.wav,Carolina_Chickadee_XC452617.wav,Carolina_Wren_XC339676.wav,Cedar_Waxwing_XC582126.wav,Northern_Cardinal_XC360736.wav,Ruby-crowned_Kinglet_XC451489.wav
American_Goldfinch_XC511440.wav,American_Robin_XC165296.wav,Barn_Swallow_XC191151.wav,Blue_Jay_XC182686.wav,Blue-grey_Gnatcatcher_XC333514.wav,Carolina_Chickadee_XC452618.wav,Carolina_Wren_XC340726.wav,Cedar_Waxwing_XC588041.wav,Northern_Cardinal_XC361018.wav,Ruby-crowned_Kinglet_XC452757.wav
American_Goldfinch_XC537153.wav,American_Robin_XC165297.wav,Barn_Swallow_XC191152.wav,Blue_Jay_XC186308.wav,Blue-grey_Gnatcatcher_XC348162.wav,Carolina_Chickadee_XC455117.wav,Carolina_Wren_XC342512.wav,Cedar_Waxwing_XC597191.wav,Northern_Cardinal_XC366332.wav,Ruby-crowned_Kinglet_XC453219.wav
American_Goldfinch_XC537161.wav,American_Robin_XC165298.wav,Barn_Swallow_XC191154.wav,Blue_Jay_XC186483.wav,Blue-grey_Gnatcatcher_XC348164.wav,Carolina_Chickadee_XC458045.wav,Carolina_Wren_XC353910.wav,Cedar_Waxwing_XC598824.wav,Northern_Cardinal_XC373569.wav,Ruby-crowned_Kinglet_XC457447.wav
American_Goldfinch_XC543346.wav,American_Robin_XC165299.wav,Barn_Swallow_XC191155.wav,Blue_Jay_XC188378.wav,Blue-grey_Gnatcatcher_XC348166.wav,Carolina_Chickadee_XC481971.wav,Carolina_Wren_XC353911.wav,Cedar_Waxwing_XC604912.wav,Northern_Cardinal_XC381575.wav,Ruby-crowned_Kinglet_XC466168.wav
American_Goldfinch_XC543348.wav,American_Robin_XC165300.wav,Barn_Swallow_XC191157.wav,Blue_Jay_XC190440.wav,Blue-grey_Gnatcatcher_XC348167.wav,Carolina_Chickadee_XC481972.wav,Carolina_Wren_XC353922.wav,Cedar_Waxwing_XC609432.wav,Northern_Cardinal_XC382335.wav,Ruby-crowned_Kinglet_XC475136.wav
American_Goldfinch_XC543349.wav,American_Robin_XC165302.wav,Barn_Swallow_XC191158.wav,Blue_Jay_XC190536.wav,Blue-grey_Gnatcatcher_XC351739.wav,Carolina_Chickadee_XC481987.wav,Carolina_Wren_XC358111.wav,Cedar_Waxwing_XC616703.wav,Northern_Cardinal_XC385839.wav,Ruby-crowned_Kinglet_XC494390.wav
American_Goldfinch_XC543350.wav,American_Robin_XC165305.wav,Barn_Swallow_XC191337.wav,Blue_Jay_XC190538.wav,Blue-grey_Gnatcatcher_XC351740.wav,Carolina_Chickadee_XC530457.wav,Carolina_Wren_XC358181.wav,Cedar_Waxwing_XC618048.wav,Northern_Cardinal_XC386340.wav,Ruby-crowned_Kinglet_XC494391.wav
American_Goldfinch_XC543351.wav,American_Robin_XC165306.wav,Barn_Swallow_XC191338.wav,Blue_Jay_XC194072.wav,Blue-grey_Gnatcatcher_XC351742.wav,Carolina_Chickadee_XC534330.wav,Carolina_Wren_XC358182.wav,Cedar_Waxwing_XC618289.wav,Northern_Cardinal_XC388589.wav,Ruby-crowned_Kinglet_XC511297.wav
American_Goldfinch_XC543352.wav,American_Robin_XC165308.wav,Barn_Swallow_XC191639.wav,Blue_Jay_XC201619.wav,Blue-grey_Gnatcatcher_XC351744.wav,Carolina_Chickadee_XC542154.wav,Carolina_Wren_XC358183.wav,Cedar_Waxwing_XC618290.wav,Northern_Cardinal_XC388595.wav,Ruby-crowned_Kinglet_XC522476.wav
American_Goldfinch_XC557331.wav,American_Robin_XC165309.wav,Barn_Swallow_XC191643.wav,Blue_Jay_XC205522.wav,Blue-grey_Gnatcatcher_XC351745.wav,Carolina_Chickadee_XC566447.wav,Carolina_Wren_XC358184.wav,Cedar_Waxwing_XC618291.wav,Northern_Cardinal_XC388706.wav,Ruby-crowned_Kinglet_XC531121.wav
American_Goldfinch_XC566200.wav,American_Robin_XC165310.wav,Barn_Swallow_XC191647.wav,Blue_Jay_XC211978.wav,Blue-grey_Gnatcatcher_XC351746.wav,Carolina_Chickadee_XC571268.wav,Carolina_Wren_XC358185.wav,Cedar_Waxwing_XC618292.wav,Northern_Cardinal_XC391454.wav,Ruby-crowned_Kinglet_XC531122.wav
